2026-01-03 07:21:26,613 p=94759 u=dgoldgar n=ansible ERROR| [ERROR]: Unable to read source file (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/group_vars/all/vault.yml): [Errno 2] No such file or directory: '/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/group_vars/all/vault.yml'
2026-01-05 08:43:47,826 p=71022 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:47,826 p=71022 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:43:47,826 p=71022 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:43:50,381 p=71142 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:43:50,403 p=71142 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:43:51,090 p=71142 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:43:51,093 p=71142 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:43:51,103 p=71142 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:43:51,105 p=71142 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:43:51,478 p=71142 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:43:51,482 p=71142 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:43:51,486 p=71142 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:43:52,012 p=71142 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:43:52,014 p=71142 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:43:52,477 p=71142 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:43:52,481 p=71142 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:43:52,481 p=71142 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:52,481 p=71142 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:43:52,482 p=71142 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:52,483 p=71142 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:43:52,483 p=71142 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:52,484 p=71142 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:43:52,484 p=71142 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:52,485 p=71142 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:43:52,485 p=71142 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:43:52,485 p=71142 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:43:52,486 p=71142 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:44:42,403 p=71504 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:44:42,425 p=71504 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:44:43,101 p=71504 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:44:49,570 p=71555 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:44:49,595 p=71555 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:44:50,264 p=71555 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:45:07,851 p=71717 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:45:07,875 p=71717 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:45:08,555 p=71717 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:45:15,010 p=71763 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:45:15,035 p=71763 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:45:16,703 p=71763 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:45:34,333 p=71871 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:45:34,358 p=71871 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:45:35,024 p=71871 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:45:41,422 p=71916 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:45:41,447 p=71916 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:45:42,095 p=71916 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:47:24,281 p=72081 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:47:24,303 p=72081 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:47:24,995 p=72081 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:47:31,478 p=72132 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:47:31,501 p=72132 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:47:32,146 p=72132 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:47:49,768 p=72235 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:47:49,792 p=72235 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:47:50,440 p=72235 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:47:56,916 p=72279 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:47:56,940 p=72279 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:47:57,572 p=72279 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:51:41,701 p=72494 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:51:41,724 p=72494 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:51:43,436 p=72494 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:53:58,404 p=72604 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:53:58,427 p=72604 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:53:59,146 p=72604 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:54:23,880 p=72721 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:54:23,901 p=72721 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:54:24,588 p=72721 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:54:44,920 p=72804 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:54:44,941 p=72804 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:54:45,584 p=72804 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:54:45,586 p=72804 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:54:45,595 p=72804 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:54:45,598 p=72804 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:54:45,954 p=72804 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:54:45,958 p=72804 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:54:45,962 p=72804 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:54:46,559 p=72804 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:54:46,562 p=72804 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:54:47,061 p=72804 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:54:47,065 p=72804 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:54:47,065 p=72804 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:54:47,065 p=72804 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:54:47,066 p=72804 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:54:47,066 p=72804 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:54:47,066 p=72804 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:54:47,067 p=72804 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:54:47,067 p=72804 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:54:47,067 p=72804 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:54:47,068 p=72804 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:54:47,068 p=72804 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:54:47,068 p=72804 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:57:35,110 p=73159 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:57:35,132 p=73159 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:57:35,853 p=73159 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:57:35,856 p=73159 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:57:35,865 p=73159 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:57:35,868 p=73159 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:57:36,219 p=73159 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:57:36,224 p=73159 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:57:36,228 p=73159 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:57:36,770 p=73159 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:57:36,773 p=73159 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:57:37,273 p=73159 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:57:37,277 p=73159 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:57:37,277 p=73159 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:57:37,278 p=73159 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:57:37,278 p=73159 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:57:37,279 p=73159 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:57:37,279 p=73159 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:57:37,280 p=73159 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:57:37,280 p=73159 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:57:37,281 p=73159 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:57:37,281 p=73159 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:57:37,282 p=73159 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:57:37,282 p=73159 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 08:58:08,845 p=73379 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:58:08,867 p=73379 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:58:09,540 p=73379 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:58:42,565 p=73466 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:58:42,587 p=73466 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:58:44,270 p=73466 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:59:15,971 p=73613 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:59:15,994 p=73613 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:59:17,806 p=73613 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:59:48,905 p=73715 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 08:59:48,927 p=73715 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 08:59:50,706 p=73715 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 08:59:50,710 p=73715 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 08:59:50,721 p=73715 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 08:59:50,723 p=73715 u=dgoldgar n=ansible INFO| TASK [test : Touch test file] **************************************************
2026-01-05 08:59:51,085 p=73715 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:59:51,089 p=73715 u=dgoldgar n=ansible INFO| PLAY [SSH Config] **************************************************************
2026-01-05 08:59:51,093 p=73715 u=dgoldgar n=ansible INFO| TASK [ssh_client : Copy sshconfig to /Users/dgoldgar/.ssh/] ********************
2026-01-05 08:59:51,776 p=73715 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:59:51,779 p=73715 u=dgoldgar n=ansible INFO| TASK [ssh_client : Install encrypted key file] *********************************
2026-01-05 08:59:52,291 p=73715 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj]
2026-01-05 08:59:52,294 p=73715 u=dgoldgar n=ansible INFO| PLAY [Camera hosts] ************************************************************
2026-01-05 08:59:52,294 p=73715 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:59:52,295 p=73715 u=dgoldgar n=ansible INFO| PLAY [Homeassistant] ***********************************************************
2026-01-05 08:59:52,295 p=73715 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:59:52,296 p=73715 u=dgoldgar n=ansible INFO| PLAY [Nginx] *******************************************************************
2026-01-05 08:59:52,296 p=73715 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:59:52,296 p=73715 u=dgoldgar n=ansible INFO| PLAY [Frigate] *****************************************************************
2026-01-05 08:59:52,296 p=73715 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:59:52,297 p=73715 u=dgoldgar n=ansible INFO| PLAY [Applications Host] *******************************************************
2026-01-05 08:59:52,297 p=73715 u=dgoldgar n=ansible INFO| skipping: no hosts matched
2026-01-05 08:59:52,297 p=73715 u=dgoldgar n=ansible INFO| PLAY RECAP *********************************************************************
2026-01-05 08:59:52,297 p=73715 u=dgoldgar n=ansible INFO| dgoldga-ltmpyaj            : ok=5    changed=3    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2026-01-05 09:02:07,200 p=74507 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:02:07,225 p=74507 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 09:02:08,083 p=74507 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 09:05:18,611 p=74672 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:05:18,641 p=74672 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 09:05:20,439 p=74672 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 09:07:35,847 p=74839 u=dgoldgar n=ansible ERROR| ERROR! conflicting action statements: ansible.builtin.debug, gather_facts

The error appears to be in '/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/roles/test/tasks/main.yml': line 2, column 3, but may
be elsewhere in the file depending on the exact syntax problem.

The offending line appears to be:

---
- name: DEBUG — prove tasks run
  ^ here

2026-01-05 09:08:49,973 p=74878 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:08:49,994 p=74878 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 09:08:51,722 p=74878 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 09:12:30,300 p=75027 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:12:30,322 p=75027 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 09:12:31,032 p=75027 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 09:16:16,999 p=75276 u=dgoldgar n=ansible INFO| ansible-playbook [core 2.18.12]
  config file = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg
  configured module search path = ['/Users/dgoldgar/.ansible/plugins/modules', '/usr/share/ansible/plugins/modules']
  ansible python module location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/lib/python3.11/site-packages/ansible
  ansible collection location = /Users/dgoldgar/.ansible/collections:/usr/share/ansible/collections
  executable location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/ansible-playbook
  python version = 3.11.13 (main, Jun  3 2025, 18:38:25) [Clang 17.0.0 (clang-1700.0.13.3)] (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/python3.11)
  jinja version = 3.0.3
  libyaml = True
2026-01-05 09:16:16,999 p=75276 u=dgoldgar n=ansible INFO| Using /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg as config file
2026-01-05 09:16:17,109 p=75276 u=dgoldgar n=ansible INFO| Skipping callback 'awx_display', as we already have a stdout callback.
2026-01-05 09:16:17,110 p=75276 u=dgoldgar n=ansible INFO| Skipping callback 'default', as we already have a stdout callback.
2026-01-05 09:16:17,110 p=75276 u=dgoldgar n=ansible INFO| Skipping callback 'minimal', as we already have a stdout callback.
2026-01-05 09:16:17,110 p=75276 u=dgoldgar n=ansible INFO| Skipping callback 'oneline', as we already have a stdout callback.
2026-01-05 09:16:17,111 p=75276 u=dgoldgar n=ansible INFO| PLAYBOOK: site.yml *************************************************************
2026-01-05 09:16:17,111 p=75276 u=dgoldgar n=ansible INFO| 7 plays in site.yml
2026-01-05 09:16:17,112 p=75276 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:16:17,135 p=75276 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 09:16:17,135 p=75276 u=dgoldgar n=ansible INFO| task path: /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/site.yml:3
2026-01-05 09:16:17,840 p=75276 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 09:19:22,791 p=75442 u=dgoldgar n=ansible INFO| ansible-playbook [core 2.18.12]
  config file = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg
  configured module search path = ['/Users/dgoldgar/.ansible/plugins/modules', '/usr/share/ansible/plugins/modules']
  ansible python module location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/lib/python3.11/site-packages/ansible
  ansible collection location = /Users/dgoldgar/.ansible/collections:/usr/share/ansible/collections
  executable location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/ansible-playbook
  python version = 3.11.13 (main, Jun  3 2025, 18:38:25) [Clang 17.0.0 (clang-1700.0.13.3)] (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/python3.11)
  jinja version = 3.0.3
  libyaml = True
2026-01-05 09:19:22,791 p=75442 u=dgoldgar n=ansible INFO| Using /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg as config file
2026-01-05 09:19:22,897 p=75442 u=dgoldgar n=ansible INFO| Skipping callback 'awx_display', as we already have a stdout callback.
2026-01-05 09:19:22,897 p=75442 u=dgoldgar n=ansible INFO| Skipping callback 'default', as we already have a stdout callback.
2026-01-05 09:19:22,898 p=75442 u=dgoldgar n=ansible INFO| Skipping callback 'minimal', as we already have a stdout callback.
2026-01-05 09:19:22,898 p=75442 u=dgoldgar n=ansible INFO| Skipping callback 'oneline', as we already have a stdout callback.
2026-01-05 09:19:22,898 p=75442 u=dgoldgar n=ansible INFO| PLAYBOOK: site.yml *************************************************************
2026-01-05 09:19:22,898 p=75442 u=dgoldgar n=ansible INFO| 7 plays in site.yml
2026-01-05 09:19:22,899 p=75442 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:19:22,923 p=75442 u=dgoldgar n=ansible INFO| TASK [Gathering Facts] *********************************************************
2026-01-05 09:19:22,923 p=75442 u=dgoldgar n=ansible INFO| task path: /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/site.yml:3
2026-01-05 09:19:23,625 p=75442 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj]
2026-01-05 09:20:47,287 p=75581 u=dgoldgar n=ansible INFO| ansible-playbook [core 2.18.12]
  config file = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg
  configured module search path = ['/Users/dgoldgar/.ansible/plugins/modules', '/usr/share/ansible/plugins/modules']
  ansible python module location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/lib/python3.11/site-packages/ansible
  ansible collection location = /Users/dgoldgar/.ansible/collections:/usr/share/ansible/collections
  executable location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/ansible-playbook
  python version = 3.11.13 (main, Jun  3 2025, 18:38:25) [Clang 17.0.0 (clang-1700.0.13.3)] (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/python3.11)
  jinja version = 3.0.3
  libyaml = True
2026-01-05 09:20:47,287 p=75581 u=dgoldgar n=ansible INFO| Using /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg as config file
2026-01-05 09:20:47,367 p=75581 u=dgoldgar n=ansible ERROR| ERROR! conflicting action statements: hosts, gather_facts

The error appears to be in '/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/roles/test/tasks/main.yml': line 1, column 3, but may
be elsewhere in the file depending on the exact syntax problem.

The offending line appears to be:


- name: Global Base Configuration
  ^ here

2026-01-05 09:22:42,327 p=75653 u=dgoldgar n=ansible INFO| ansible-playbook [core 2.18.12]
  config file = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg
  configured module search path = ['/Users/dgoldgar/.ansible/plugins/modules', '/usr/share/ansible/plugins/modules']
  ansible python module location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/lib/python3.11/site-packages/ansible
  ansible collection location = /Users/dgoldgar/.ansible/collections:/usr/share/ansible/collections
  executable location = /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/ansible-playbook
  python version = 3.11.13 (main, Jun  3 2025, 18:38:25) [Clang 17.0.0 (clang-1700.0.13.3)] (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/.venv/bin/python3.11)
  jinja version = 3.0.3
  libyaml = True
2026-01-05 09:22:42,327 p=75653 u=dgoldgar n=ansible INFO| Using /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/ansible.cfg as config file
2026-01-05 09:22:42,434 p=75653 u=dgoldgar n=ansible INFO| Skipping callback 'awx_display', as we already have a stdout callback.
2026-01-05 09:22:42,434 p=75653 u=dgoldgar n=ansible INFO| Skipping callback 'default', as we already have a stdout callback.
2026-01-05 09:22:42,435 p=75653 u=dgoldgar n=ansible INFO| Skipping callback 'minimal', as we already have a stdout callback.
2026-01-05 09:22:42,435 p=75653 u=dgoldgar n=ansible INFO| Skipping callback 'oneline', as we already have a stdout callback.
2026-01-05 09:22:42,435 p=75653 u=dgoldgar n=ansible INFO| PLAYBOOK: site.yml *************************************************************
2026-01-05 09:22:42,436 p=75653 u=dgoldgar n=ansible INFO| 7 plays in site.yml
2026-01-05 09:22:42,436 p=75653 u=dgoldgar n=ansible INFO| PLAY [Global Base Configuration] ***********************************************
2026-01-05 09:22:42,459 p=75653 u=dgoldgar n=ansible INFO| TASK [test : DEBUG — prove tasks run] ******************************************
2026-01-05 09:22:42,459 p=75653 u=dgoldgar n=ansible INFO| task path: /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/roles/test/tasks/main.yml:2
2026-01-05 09:22:42,479 p=75653 u=dgoldgar n=ansible INFO| ok: [dgoldga-ltmpyaj] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,486 p=75653 u=dgoldgar n=ansible INFO| ok: [raspberry-slate] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
